Customer_ID,Customer_Name,Customer_Type_Of_Channel,Customer_City,Customer_Region,percteage_gap_in_Revenue_Between_Recommendation_and_Actual_Orders,percteage_gap_in_Quantiy_Between_Recommendation_and_Actual_Orders,percteage_gap_in_Number_OF_SKU_Recommendation_and_Actual_Orders,Number_of_days_since_last_order,Total_Net_Revenue_of_Orders_in_Last_30Days,Unique_SKU_per_Order_in_Last_30_days,Volume_of_BEER_per_Order_in_Last_6_Months,Average_Monthly_Net_Revenue_of_Orders_in_Last_6_Months,Average_Unique_SKU_per_Order_in_Last_6_Months,Average_volume_of_BEER_per_Order_in_Last_6_Months
0011i00000oJiTiAAK,Monique Country Resort  ( Kamuli town) B2,Mainstream,Kamuli,East,54.41018807194315,-5.191961776032514,19.23076923076924,3,162331.8426914146,3,0.55,154319.62666219726,3.7142857142857144,0.5215714285714286
0011i00000tDVAwAAO,katupakase depot busunju,Reseller,west,West,14.28216625259681,-37.44708453547321,5.4054054054054035,14,20180438.10767747,5,72.414,14682332.605221013,5.285714285714286,51.29742857142857
0011i00000vYbuLAAS,City Gate 2 A2,Low End,koro Abili,West,19.34272939862396,-20.19056540808971,7.692307692307679,9,263120.1844688911,4,0.98,218919.1668876043,4.333333333333333,0.7353333333333333
0011i00000vYgXJAA0,Rastas's Bar B2,Low End,lira,West,18.58316868152197,-12.527652965067432,2.7777777777777857,7,1366393.64081404,10,4.5962,1214273.651684726,10.285714285714286,3.8956285714285714
0011i00000vYsWCAA0,Adwoki ObamaB2,Low End,m,West,25.940695051802194,-0.09142192460302567,16.0,2,10054130.493877523,6,40.025,10044947.209812954,7.142857142857143,37.562799999999996
0011i00000vZ7pHAAS,Steven ResellerC2,Low End,Masindi,West,45.10798216414744,-5.247324055430056,37.5,13,1375583.030904047,2,5.5,1307000.4802968442,3.2,4.8496
0011i00000vZJ8mAAG,Cissy's bar ( Buwenge Empya) B2,Low End,Kamuli,East,22.7902624543801,-9.435913548110449,17.241379310344826,9,240144.34698460335,4,0.81,219438.33536787773,4.833333333333333,0.7978333333333333
0011i00000vZJsgAAG,Sky Bar. A2,Mainstream,Koboko,West,67.46563017044676,-14.78069550095374,40.0,11,1761396.5955878447,3,5.875,1534575.6426203297,5.0,4.98
0011i00000vZhRwAAK,Homeland Bar and Lodge Kyegegwa A2,Low End,Kyegegwa,West,8.353971612669895,-44.42610569629716,12.5,4,871138.2168573374,4,3.0850000000000004,603172.2676848939,4.571428571428571,2.068714285714286
0011i00000vaEIQAA2,Aduku Los Angeles barB2,Low End,Aduku,West,6.657593337004101,-31.614736387627232,6.666666666666657,1,2077824.0179158999,4,7.7,1578716.8480863443,4.285714285714286,5.630714285714285
0011i00000vaOelAAE,Abia Akello Jennifer barB2,Low End,Otuke,West,43.45298932087353,-24.70495265620339,6.666666666666657,12,581639.9642676797,4,2.27,466412.88247082813,4.285714285714286,1.7304857142857144
0011i00000vae3cAAA,God Give & Take Awindili C2,Low End,Adjumani,West,44.93068537881599,-57.02111618444437,23.07692307692308,29,324566.2592045226,2,1.125,206702.30036020878,2.6,0.7524
0011i00000vahykAAA,Amolatar Horizons BarB2,Mainstream,Amolata,West,17.533864174518314,-124.77064485691656,6.666666666666657,16,1905337.180485976,4,7.38,847680.6131418392,4.285714285714286,3.1194285714285717
0011i00000vbKwUAAU,vivo shane drinks joint C1,Mainstream,kampala,East,39.64368680659614,-7.95141383002715,12.5,7,188097.5945248925,3,0.5660000000000001,174242.826333945,3.4285714285714284,0.5404285714285714
0011i00000xQregAAC,Mark Kinawataka B1,Reseller,Kinawataka,East,36.94763205089341,-6.980501526606929,12.5,8,10992429.110382527,4,35.85,10275170.665234376,4.571428571428571,34.16571428571429
0011i00000xRkb3AAC,William depot C2,Reseller,Entebbe,East,11.22633520887807,-31.364676873954437,10.0,10,3536105.20947465,3,12.375,2691823.474637382,3.3333333333333335,9.299999999999999
0011i00000xRl0NAAS,Dollar A2,Reseller,Entebbe,East,15.115008880445842,-29.66361736759066,2.0,3,71660712.56004457,7,232.175,55266630.69786925,7.142857142857143,181.0692857142857
0011i00000xRmA2AAK,Betty's bar B2,Low End,Entebbe,East,51.70744643625708,-15.500709201172171,36.84210526315789,10,368205.6070465518,2,1.1,318790.7759122358,3.1666666666666665,0.9751666666666668
0011i00000xSsmPAAS,Serena Guest bar Kihihi C2,Mainstream,kanungu,West,15.568293633908695,-40.322989980486824,9.677419354838719,2,2779505.1741505372,4,10.02,1980791.012603888,4.428571428571429,6.976857142857143
0011i00000zXwUFAA0,Akena PJ and Bar(Rock view Rd) B2,Low End,Nebi Town,West,49.55751709307695,-23.412025897722387,27.58620689655173,2,664138.8683501943,3,2.275,538147.6104286618,4.142857142857143,1.7682857142857142
0011i00000zYVdzAAG,Dragba and Family shop C2,Low End,Paida,West,19.109170731319352,-37.80830959156603,37.5,2,470095.5077227836,2,1.625,341122.7589367033,3.2,1.205
0011i00000zZMY3AAO,Owange's Shop(Sunrise) C2,Low End,Nebi Town,West,0.5703855286039357,-12.38276976586748,9.090909090909093,2,320760.97477853834,5,1.07,285418.28560267325,5.5,0.9405
0011i00000zZuXHAA0,Babito Investment C1,Reseller,kiwatule,East,25.63063599088109,-8.395938463379238,3.448275862068968,8,11358565.446936892,4,36.675,10478774.027842658,4.142857142857143,33.24285714285715
0011i000012O9WNAA0,Kisa Kya Mukama Shop B2,Reseller,Wakiso,East,37.30507685464559,-23.5234829014406,32.25806451612904,3,42361840.552362405,3,143.15,34294564.52921014,4.428571428571429,115.07228571428571
0011i000012O9YpAAK,MTS Bar & Lodge AdjB1,Low End,Adjumani Town,West,29.57244818590415,-48.99830979676105,32.25806451612904,18,509408.437037535,3,1.6,341888.73533692164,4.428571428571429,1.153857142857143
0011i000012OMD8AAO,abolodyang Okello dukk xx,Low End,,West,11.030591113080263,-35.38836747954801,17.241379310344826,12,415933.0889778618,4,1.61,307214.79010424827,4.833333333333333,1.0537
0011i000012OQnXAAW,Tonny stores (Iganga) C2,Reseller,Iganga,East,31.066556599956414,-63.05340504130015,7.894736842105274,3,11445495.895808112,5,33.916,7019476.773826991,5.428571428571429,22.330428571428573
0011i000012P1WEAA0,Wunva Stores Annex Kyenda B2,Reseller,Mubende,West,43.446912897297494,-3.0446713132669174,30.76923076923076,8,11998886.465349613,3,42.75,11644354.154783709,4.333333333333333,39.57083333333333
0011i000012P3U4AAK,Bwete Stockist B2,Reseller,Buwama,East,49.230304078327904,-7.483658943329004,22.22222222222223,5,7333243.128294337,3,25.75,6822658.625866845,3.857142857142857,23.109857142857145
0011i000012P5NLAA0,Rachel's shop Rusenyi B2,Low End,,West,63.25867490547146,-6.820028524188075,6.666666666666657,3,195335.1213279207,2,0.675,182863.76068855802,2.142857142857143,0.598
0011i000012PATlAAO,Dokis barB2,Low End,lira,West,59.47440323979939,-6.600579527655398,15.151515151515156,9,489998.10684339236,4,1.65,459658.01406949403,4.714285714285714,1.6135714285714287
0011i000016ymCBAAY,Ivan's kiosk(Paida opp Owumbe)B2,Low End,Paida,West,18.341647822938867,-32.580552768193,74.07407407407408,2,642168.569456016,1,2.0,484361.05903012695,3.857142857142857,1.5538571428571426
0011i000016zf3DAAQ,Medard Stockist Kyizanga,Reseller,Kanungu,West,20.498491580263334,-22.04928605203547,10.256410256410248,12,6641153.119035489,5,24.666,5441369.903797754,5.571428571428571,20.20414285714286
0011i000016zs2EAAQ,Erick's shop(Akaba) C2,Low End,Akaba,West,16.635656021381465,-10.337770882275635,5.882352941176464,24,425199.14634068124,4,1.3450000000000002,385361.3707624613,4.25,1.2965
0011i000016zsK4AAI,Juba road Milan shop xx,Low End,lira,West,31.87652206822662,-29.31463801051504,77.41935483870968,9,330007.6985409325,1,1.375,255197.4808251007,4.428571428571429,0.9359999999999999
0011i0000170FORAA2,MOHA Enterprises Katakwi B2,Low End,Katakwi,East,36.57933481073808,-22.444875219026457,41.17647058823529,14,198655.728375102,2,0.6000000000000001,162240.94966796396,3.4,0.5246000000000001
0011i0000171PFMAA2,Christine's depot C2,Reseller,Kampala,East,16.541784481608417,-34.67181202586539,12.5,4,9788219.50424823,5,33.741,7268202.1256001815,5.714285714285714,25.20157142857143
0011i00001914n8AAA,High Table Bar & LodgesC2,Low End,Rukungiri,West,16.059390146546747,-12.350138135312065,6.666666666666657,7,874140.7956264861,4,3.085,778050.4858602755,4.285714285714286,2.6877142857142857
0011i0000191gzsAAA,Nelson StockistC1,Reseller,Fort portal,West,23.591380031461412,-104.9999479008228,3.448275862068968,2,16102054.042782914,4,54.0,7854662.5048768055,4.142857142857143,28.818285714285715
0011i0000191nqNAAQ,Total SondeC1,High End,Mukono,East,39.51368136176236,-0.10486358260000372,6.666666666666657,8,255003.44398403828,4,0.4376,254736.31835442848,4.285714285714286,0.5327428571428572
0011i00001928MPAAY,Alice's BarB2,Low End,Masindi,West,47.11605912577427,-56.17898920011501,12.5,13,407214.0432213551,3,1.225,260735.48388739044,3.4285714285714284,0.8772857142857143
0011i0000192QDiAAM,Nicho Enterprises DepotC2,Reseller,Kampala,East,32.649095629722794,-3.6334286141238437,27.08333333333333,8,4885039.891629434,5,16.351,4713768.478913057,6.857142857142857,15.399857142857144
0011i00001932e3AAA,Micheal MuyeyeC2,Reseller,Buyaga,East,33.679563492674234,-18.518512074095426,38.23529411764705,2,7158791.560207678,3,25.7,6040230.707361685,4.857142857142857,22.05457142857143
0011i0000193FcLAAU,MD bar and guest house (Lugolole)B2,Mainstream,Lugolole Mayuge,East,13.081706839004923,-3.122669330693597,4.0,8,342474.78994130297,4,1.11,332104.2717029128,4.166666666666667,1.0951666666666668
0011i0000193hr6AAA,Royal RidersC1,Low End,Kampala,East,7.311695342158089,-5.300467585832109,47.82608695652174,2,166547.29990230122,2,0.5,158163.87497666696,3.8333333333333335,0.48266666666666663
0011i00001BujHBAAZ,Fred MooliA3,Reseller,Bumbo,East,29.474083956873187,-22.057531840307405,9.677419354838719,8,5836160.995836053,4,22.355,4781483.705136467,4.428571428571429,18.675285714285714
0011i00001Bv3s4AAB,Donsan Pub Starch Factory.B2,Low End,lira,West,57.703843085988694,-5.2354870039627315,19.23076923076924,13,312335.34202820214,3,1.175,296796.5948753018,3.7142857142857144,1.103142857142857
0011i00001Bv4FRAAZ,Robert's Bar NamasubaB1,Low End,Kampala,East,1.8826061437100634,-26.24391546816061,50.0,2,291978.4350243558,2,0.9,231281.19398197395,4.0,0.7133333333333334
0011n00001i2KgJAAU,Vita Poa Guest House C2,Mainstream,East,East,31.882665842707368,-2.6861508799546385,7.692307692307679,8,305256.05409391026,4,1.0350000000000001,297270.9089571097,4.333333333333333,0.9356666666666666
0011n00001i2ScvAAE,Habana xx,Mainstream,West,West,40.03686414469381,-8.828665881015667,14.285714285714292,1,608865.0390735328,6,2.025,559471.1964393792,7.0,1.8553333333333333
0011n00001icYLDAA2,Buhumulilo BarB2,Low End,West,West,43.62725204332688,-25.525826756114427,4.545454545454547,4,469556.8773450248,3,1.75,374071.92565824103,3.142857142857143,1.2212857142857143
0011n00001icysdAAA,Kyenjojo Heart BarB2,Mainstream,West,West,41.219916954876545,-11.863909044539213,36.36363636363637,8,459102.5568123296,3,1.5,410411.687499259,4.714285714285714,1.3218571428571428
0011n00001id0XmAAI,Kahegwa storeB3,Reseller,West,West,18.289851965639755,-31.43357887645803,12.5,5,21269231.97449079,4,77.115,16182494.72951122,4.571428571428571,57.826
0011n00001idYgQAAU,Kamu Kamu bar and lodge  A2,Low End,West,West,8.89440232945968,-38.58158798221049,56.25,4,464764.59824846557,2,1.7000000000000002,335372.54480597144,4.571428571428571,1.1194285714285714
0011n00001iddNTAAY,Maliseri stockistsC3,Reseller,West,West,36.4180136249131,-19.366820360164127,33.33333333333333,27,5397788.918289236,3,19.5,4522017.8454972245,4.5,15.6075
0011n00001ieM6YAAU,mafabi depot B2,Reseller,East,East,4.344426324901136,-6.454581629701593,12.5,4,6251910.685581237,4,21.015,5872843.225600456,4.571428571428571,19.904428571428575
0011n00001jDRuLAAW,Hospital View C1,Mainstream,West,West,22.091504748850042,-3.4759604214028883,20.0,3,352420.6075042237,4,1.325,340582.10822011303,5.0,1.1162333333333334
0011n00001jDRzQAAW,Lira Palm Gardens C2,Mainstream,West,West,34.85885176168516,-31.283674802897536,25.0,9,120002.79946943,1,0.5,91407.25200570136,1.3333333333333333,0.35833333333333334
0011n00001jDS0IAAW,Jote's Bar B2,Low End,West,West,29.942245420509508,-53.14806054781292,25.0,10,344443.7705010029,3,1.275,224908.99934933707,4.0,0.8144285714285715
0011n00001jDS0SAAW,Nambieso stockists A1,Reseller,West,West,40.057292706601515,-6.5083794988294414,35.71428571428572,24,4081244.328740984,3,11.675,3831852.806272241,4.666666666666667,12.652333333333333
0011n00001jDS0YAAW,White House HotelC2,Mainstream,West,West,53.58653398683409,-13.8355796865889,18.181818181818173,21,224440.9710315729,3,0.775,197162.40884396757,3.6666666666666665,0.6633333333333334
0011n00001jDS5pAAG,G lady's Shop C1,Low End,West,West,36.372212640130044,-10.51690902873655,31.818181818181813,10,883675.177714166,5,2.872,799583.6885778205,7.333333333333333,2.5643333333333334
0011n00001jDS6HAAW,Otobi and Family C1,Low End,West,West,26.66794755593037,-38.84838429098531,7.692307692307679,3,423289.8730036403,4,1.37,304857.61513547716,4.333333333333333,0.9891666666666667
0011n00001jDS6qAAG,New Juba Rest C1,Mainstream,West,West,5.4896319738435295,-23.874643670205373,14.285714285714292,10,847284.8204278705,6,2.661,683985.6772332024,7.0,2.167666666666667
0011n00001jDS8lAAG,FORTEBET C1,Low End,West,West,20.83845002936002,-15.489007610504189,2.702702702702709,21,1206798.9166261859,6,3.7950000000000004,1044946.9967706456,6.166666666666667,3.3457333333333334
0011n00001jDS9jAAG,Kakekorom. A1,Reseller,West,West,34.847020749265994,-25.217548968401687,1.818181818181813,9,141532508.4792858,9,457.112,113029291.53724384,9.166666666666666,373.20896666666664
0011n00001jDSAuAAO,Alice's Bar C2,Low End,West,West,60.84134172410727,-11.470375448939052,50.0,19,140444.0289677976,1,0.4,125992.24538552886,2.0,0.41479999999999995
0011n00001jDSHdAAO,CHILLERZ BAR & GRILL B2,Mainstream,West,West,61.948250721363856,-1.0005501368238754,16.0,11,404445.1702357179,3,1.525,400438.5814610141,3.5714285714285716,1.4790000000000003
0011n00001jDSMwAAO,Primu depot B3,Reseller,East,East,11.307861262809055,-5.464136512362344,4.0,10,687906.1816371671,6,2.432,652265.5040716442,6.25,2.2355
0011n00001jDSPTAA4,Airfield view pun B2,Mainstream,West,West,42.28168297866446,-2.7000258317283254,4.0,1,307142.35408102407,8,1.093,299067.45552748925,8.333333333333334,1.0463333333333333
0011n00001jDSQQAA4,Amascos B3,Reseller,West,West,15.400203367782098,-25.668871457418447,14.634146341463406,3,177876126.94413885,5,580.7,141543506.26472387,5.857142857142857,468.0657142857143
0011n00001jENLTAA4,Juma depot B2,Reseller,East,East,3.564102212809672,-19.68665669128349,1.7543859649122737,1,164580173.37697625,8,554.5654,137509207.73189434,8.142857142857142,463.17588571428576
0011n00001kEbWWAA0,shell kabalagal C1,High End,East,East,61.47241955027062,-3.644274730972427,14.285714285714292,6,201658.3071442506,3,0.6000000000000001,194567.72471773424,3.5,0.36640000000000006
0011n00001kFHdkAAG,CHOMA  ZONE C2,Mainstream,East,East,12.5,-7.122320627060773,30.0,2,163184.13104793796,3,0.47500000000000003,152334.38754193223,4.285714285714286,0.4562857142857143
0011n00001kFR3KAAW,EVS Bar B2,Low End,West,West,19.12170638798338,-45.140346141080045,29.411764705882362,3,268877.7428590008,2,0.8,185253.6183134391,2.8333333333333335,0.6236666666666667
0011n00001kFWVAAA4,Lady M bar and restaurantB2,Mainstream,West,West,56.32013467158797,-16.849418227063623,5.263157894736835,5,440420.3849208207,3,1.332,376912.77509400086,3.1666666666666665,1.1258333333333335
0011n00001kFyCmAAK,Alvin Depot C2,Reseller,East,East,25.813308354194945,-9.725284203305051,32.25806451612904,3,2687187.287199844,3,8.375,2449013.74073534,4.428571428571429,8.466142857142858
0011n00001kFytxAAC,Chambers pub A1,Low End,East,East,34.87905398932115,-0.6497539082296271,16.66666666666667,8,296770.71412091504,3,0.9500000000000001,294854.8829950488,3.6,0.9304
0011n00001kGUicAAG,De vibez A2,Mainstream,East,East,70.65307265642014,-4.6245727244903065,6.666666666666671,1,8844784.641994936,6,28.5014,8453831.07588507,6.428571428571429,27.491628571428574
0011n00001kmFtEAAU,Two teacher bar C2,Low End,East,East,68.95367145742703,-6.759604653081155,28.57142857142857,10,70222.0144838988,1,0.2,65775.82851874316,1.4,0.21000000000000002
0011n00001kmFzrAAE,sonde general stores B3,Reseller,East,East,0.05801356104119293,-26.052762200471747,20.0,1,7822820.46465815,4,23.16,6205988.927253253,5.0,19.524142857142856
0011n00001kmKMnAAM,Mama Willington's shop C2,Reseller,East,East,20.716162414140086,-3.7249296769009845,10.63829787234043,4,5697828.387381557,6,21.167,5493210.171489212,6.714285714285714,19.591714285714286
0011n00001kmKNFAA2,Marple cortages C2,Mainstream,East,East,78.16994295994424,-2.9812019674618,6.666666666666657,5,157178.97350964075,2,0.47500000000000003,152628.8007002515,2.142857142857143,0.5381428571428571
0011n00001kmfA2AAI,Classic Dinner C1,High End,East,East,4.638480080266376,-27.584607658680326,25.0,5,371208.18581570045,2,1.1,290950.6033900046,2.6666666666666665,0.8708333333333335
0011n00001knP1wAAE,Naguru Skyz Hotel C2,High End,East,East,61.43822977406003,-11.288235999654532,12.5,16,2137407.4351867433,3,6.125,1920605.0091344588,3.4285714285714284,5.668857142857143
0011n00001knWuWAAU,Pakele InnC2,Mainstream,West,West,12.619532113413868,-26.919996722114277,5.4054054054054035,8,403995.1345488573,5,1.415,318306.9216692361,5.285714285714286,1.0585714285714285
0011n00001knhmIAAQ,JacksonB2,Reseller,West,West,21.006557824816326,-32.186333431786466,7.894736842105274,3,14497783.573891308,5,51.506,10967687.201470608,5.428571428571429,40.99614285714286
0011n00001koKm5AAE,Lokani STK B3,Reseller,West,West,45.54970918945116,-1.6252821164523112,10.63829787234043,2,31181065.50683995,6,103.19500000000001,30682390.107522257,6.714285714285714,107.55285714285715
0011n00001l9kFuAAI,Mawa Felix C1,Reseller,West,West,44.895656657388805,-20.80704696661411,15.151515151515156,2,15391437.696370052,4,55.42,12740513.142932454,4.714285714285714,43.62642857142857
0011n00001ltqYCAAY,Mukasa Minakulu C1,Reseller,West,West,26.417156935208737,-38.258099667636486,4.0,12,736949.6434812482,4,2.75,533024.5716184638,4.166666666666667,1.9076666666666668
0011n00001n5fVkAAI,JOKERS PUB & PORK JOINTB2,Low End,West,West,18.618948551838656,-6.321320723157129,5.263157894736835,4,498655.09996972414,6,1.776,469007.62385010085,6.333333333333333,1.554
0011n00001n7OU3AAM,Mary's Bar and  Restaurant Kyaka IIB2,Mainstream,West,West,24.06264953769852,-11.55837330308401,46.15384615384615,4,334223.1557518191,2,1.325,299594.8630801517,3.7142857142857144,1.0005714285714287
0011n00001nOT7WAAW,Kantinti Bar Modern kasana,Low End,West,West,37.5,-5.37369053960721,28.57142857142857,13,351110.072419494,1,1.0,333204.6838461266,1.4,1.0260000000000002
0011n00001nOoTNAA0,Tanazio Bar xx,Low End,West,West,18.118488573012186,-20.040847954677773,27.58620689655173,10,426099.2781758235,3,1.375,354961.9029154977,4.142857142857143,1.1062857142857143
0011n00001nOoTQAA0,Kasanzi view Bar C2,Mainstream,West,West,57.83658704810248,-12.924670136037747,14.285714285714292,4,491583.43911438517,4,1.71,435319.79196590604,4.666666666666667,1.494
0011n00001nOoTfAAK,Margherita Hotel xx,High End,West,West,11.060999023505332,-28.753010159567793,4.0,11,684395.8162004258,4,2.2,531557.1382387347,4.166666666666667,1.6481666666666668
0011n00001nOoTwAAK,Elite PubC2,Mainstream,West,West,2.3110966866749436,-24.601455597406385,7.692307692307679,10,551169.8232126634,4,1.75,442346.215435493,4.333333333333333,1.3483333333333334
0011n00001nOoU0AAK,Silver springs Bar Pool side B2,Mainstream,West,West,42.90571425613132,-0.29956696794940285,28.0,10,363990.14983566524,3,1.1500000000000001,362903.0122851655,4.166666666666667,1.1508333333333334
0011n00001nOoUJAA0,New Park ViewC2,Mainstream,West,West,1.9497504545499567,-39.41122662584439,22.22222222222223,9,366097.8784411085,3,1.125,262602.8672881933,3.857142857142857,0.8472857142857143
0011n00001nOoUMAA0,Travellers Inn C2,Mainstream,West,West,32.29508446814813,-0.5636779908363536,17.647058823529406,4,411801.9542614965,4,1.2850000000000001,409493.7282415437,4.857142857142857,1.2912857142857141
0011n00001nOoUiAAK,Mama Dan Retail and wholesale shop C2,Reseller,West,West,10.961093887481553,-21.45844663753627,43.75,16,6226965.278845973,3,20.475,5126827.693942822,5.333333333333333,16.871333333333336
0011n00001nOohNAAS,Edward Mini Depot A3,Reseller,West,West,12.982631674608342,-29.39209452464746,2.0,3,118298501.63349956,7,408.395,91426375.05644928,7.142857142857143,315.2718571428572
0011n00001nOohQAAS,alyosius kateeba apuuli C2,Reseller,West,West,17.54058586143192,-18.078791177299493,30.0,2,6442722.367972209,3,22.475,5456290.925521276,4.285714285714286,19.65885714285714
0011n00001nbpiLAAQ,Toil and Gain A2,Reseller,East,East,8.644539258667564,-7.367701972657883,5.769230769230774,1,121156708.73990896,7,389.931,112842788.3934431,7.428571428571429,359.2674285714285
0011n00001ncxXhAAI,ETHNIC BAR B1,Low End,West,West,21.509391041561983,-1.2000590306349324,73.07692307692308,2,351110.072419494,1,1.0,346946.5095007575,3.7142857142857144,1.191857142857143
0011n00001p2sdQAAQ,High 5 Bar and Lounge B2,Mainstream,East,East,10.236331943072003,-10.145356106632462,25.0,6,163184.13104793796,3,0.47500000000000003,148153.43725427543,4.0,0.441
0011n00001p5x3iAAA,Sankara supermarket B1,High End,East,East,22.74718385384496,-24.53225696401165,14.285714285714278,2,590628.1621980324,5,1.6292000000000002,474277.2488004589,5.833333333333333,1.2206666666666668
0011n00001q62hrAAA,Atukunda stockist kambuga C2,Reseller,West,West,1.2563039502729367,-3.5132363989605864,20.0,3,5911622.752371841,4,20.441000000000003,5710982.438600676,5.0,19.539285714285715
0011n00001q6GR3AAM,Unique pub C2,Mainstream,West,West,27.115002025391732,-21.99002717737038,25.0,12,2269851.836870039,3,8.125,1860686.3932981442,4.0,6.402714285714285
0011n00001q6GR4AAM,Nancy's bar and lodges C2,Mainstream,West,West,74.028317370266,-20.21753201883365,41.935483870967744,3,3675196.035733856,3,12.15,3057121.514654026,5.166666666666667,10.389166666666668
0011n00001q6GmFAAU,catherine stockist C2,Reseller,West,West,23.95236442492474,-20.803424230671126,16.0,10,2212853.015904472,3,7.875,1831780.0426576356,3.5714285714285716,6.275714285714286
0011n00001q6cJVAAY,BM bar kanungu xx,Mainstream,West,West,25.261138263188485,-33.818251930675984,30.76923076923076,14,821218.683826063,3,2.975,613682.1188274766,4.333333333333333,2.0985
0011n00001qK4VAAA0,Akayoka bar C2,Low End,West,West,23.010722731682478,-15.653717057626807,17.241379310344826,5,3043283.3315421324,4,10.4,2631375.2890672376,4.833333333333333,8.887666666666666
0011n00001qK5dmAAC,Anna's bar bwindi C2,Low End,West,West,54.54538668408812,-7.084123624211003,14.285714285714292,7,440769.0559194053,3,1.575,411610.0884069339,3.5,1.343
0011n00001qK7QUAA0,Bwindi view C2,Mainstream,West,West,52.52609871361148,-16.268393231683604,14.285714285714292,10,1093993.8556179176,3,3.8,940921.109521104,3.5,3.308
0011n00001qK7jNAAS,Buhoma lodge C2,Mainstream,West,West,46.61470991314708,-9.467491058527202,25.0,5,3048825.7999686385,3,10.675,2785142.6670029117,4.0,9.7035
0011n00001qKfeUAAS,Go down bar kirima C2,Mainstream,West,West,25.747309768774713,-24.5319080430165,7.692307692307679,6,2687574.6261753114,4,9.785,2158141.3698784364,4.333333333333333,7.663333333333334
0011n00001qKfeVAAS,moreen's bar kirima C2,Mainstream,West,West,47.582037524728136,-37.95638192319382,6.25,3,2993581.867147214,5,10.157,2169948.084615519,5.333333333333333,7.443833333333333
0011n00001qKh3lAAC,olivia's bar kanyatolongo xx,Low End,West,West,39.09537386845845,-6.439691724349046,11.111111111111114,3,134438.8714295004,2,0.4,126305.20555965335,2.25,0.40275000000000005
0011n00001qKktiAAC,pearls pub C2,Low End,West,West,41.401784533970485,-22.815780108945944,19.23076923076924,5,722869.9922967386,3,2.325,588580.7114163211,3.7142857142857144,1.9917142857142858
0011n00001qLNdeAAG,Suba motel kihihi C2,Mainstream,West,West,30.67430310891126,-29.35767006004164,17.241379310344826,2,2977316.351012333,4,10.616,2301615.6286909045,4.833333333333333,7.712666666666666
0011n00001qLNdhAAG,Legacy Guest house kihihi C2,Mainstream,West,West,58.68062511107402,-4.713233910210562,40.0,8,3222273.107572942,3,11.200000000000001,3077235.7869645916,5.0,10.706833333333334
0011n00001qLNe2AAG,Capital one kihihi B2,Mainstream,West,West,34.16038123657201,-22.94911311958046,33.33333333333333,8,4065981.514832423,3,14.3,3307044.200374056,4.5,11.320500000000001
0011n00001qLNe4AAG,Mariba place kihihi C2,Mainstream,West,West,68.18424016491704,-35.54798162240033,22.22222222222223,2,3348131.1220754734,4,11.895,2470070.8059249846,5.142857142857143,8.487714285714286
0011n00001qLPkWAAW,Equator bar and lodge kihihi C2,Mainstream,West,West,35.88956407888605,-19.797977559513185,11.111111111111114,2,3148441.795490923,4,11.46,2628125.9998123436,4.5,9.2095
0011n00001qLlLOAA0,secret inn kihihi C2,Mainstream,West,West,15.744606436124982,-53.003348233505875,14.285714285714292,2,3465335.7108321725,4,12.385,2264875.736930642,4.666666666666667,7.888333333333333
0011n00001qMviOAAS,Prossy Depot Lwamata,Low End,mbarara,West,5.068148269311564,-62.66483584372298,23.636363636363626,3,13519389.106003363,6,48.095,8311193.403220748,7.857142857142857,29.72471428571429
0011n00001r9cVcAAI,Comfort Zone-kigogwa B2,Mainstream,West,West,32.120159365531606,-20.566465020727605,40.0,3,522424.5635942259,3,1.6750000000000003,433308.35278649954,5.0,1.3880000000000001
0011n00001rUKEXAA4,Paradiso Rest. & Bar C2,High End,East,East,20.371130775728048,-30.354933875709918,30.76923076923076,6,461528.3136958056,3,1.4000000000000001,354055.1170359697,4.333333333333333,1.0786666666666667
0011n00001sRGLqAAO,Daphne Carnivore C2,Low End,West,West,10.03762507961676,-12.73130622091091,2.7777777777777857,3,1041475.0854572214,5,3.5340000000000003,923856.1322232197,5.142857142857143,3.1815714285714285
0011n00001sRuaGAAS,DIY SOFT DRINKSB1,Reseller,West,West,16.785670553393103,-32.0838117667696,12.5,1,13036329.219703719,4,42.15,9869740.315128818,4.571428571428571,32.29357142857143
0011n00001sh6joAAA,3 Monkeys Bar and Lounge C1,Mainstream,East,East,33.98415146616037,-6.270458218312356,6.666666666666657,11,368205.6070465518,4,1.1,346479.73973175476,4.285714285714286,1.0267142857142857
0011n00001shAjMAAU,Jus's bar B2,Low End,East,East,28.276368657454668,-9.277742631685797,3.448275862068968,11,254933.3691702391,4,0.8,233289.38082979718,4.142857142857143,0.7287142857142858
0011n00001shvoWAAQ,Nalongo depot B2,Reseller,Kampala,East,41.19634121436811,-15.1176817841704,20.454545454545453,3,15668878.358655222,5,53.455,13611183.022285128,6.285714285714286,45.66757142857143
0011n00001siAErAAM,charity stockist B2,Reseller,kampala,East,28.874304035317508,-17.243543174527872,20.0,1,21410682.72274645,4,70.67,18261715.863426838,5.0,60.61114285714286
0011n00001siMCIAA2,Newlife barC3,Low End,East,East,5.263191279398697,-142.61562623619568,14.634146341463406,1,8586521.360605165,5,26.348000000000003,3539146.053290836,5.857142857142857,10.860228571428573
0011n00001siVXCAA2,Viola Bar B2,Low End,East,East,12.455723938571452,-31.30338389858423,40.0,6,134438.8714295004,2,0.4,102387.9716103417,3.3333333333333335,0.3293333333333333
